,name,age,joining_date,income,job_category,remote,unknown1,city,country,unknown2,gender,phone,email,marital_status,employment_status,job_role,analytics,dashboard,experience,company
661,David Ross,64,,57290,Unknown,No,001,Christiantown,Tunisia,,Other,+1-312-646-5624,,,unemployed,Hospital doctor,Other,PowerBI,4,"Stevens, Drake and Harrell"
662,Mr. Robert Miller,,2025-03-23,43145,A,No,,Port Austinview,Denmark,True,,2349789226,,single,freelancer,Music therapist,Other,Other,3,
663,Jaime Hughes,31,,51165,B,No,001,East Madison,Azerbaijan,,,(270)807-2877x6353,markvaldez@everett.com,,,Interior and spatial designer,Other,Other,3,
664,Kaitlin Ford,34,2024-06-17,117337,C,Yes,002,Lake Christopher,Eritrea,False,Other,(898)454-2592x288,,,,Diplomatic Services operational officer,Other,Tableau,6,Johnson-Jones
665,Kelsey Owen,,,57051,B,,,Maryland,Kenya,False,Other,001-507-025-3838,,,employed,Office manager,SQL,Other,2,"Singh, Price and Watson"
666,Donna Harper,38,,5963,Unknown,No,,Nancyland,Georgia,,,845.187.2396x8511,rachelhughes@perez.com,single,unemployed,"Nurse, adult",SQL,Other,8,
667,Benjamin Thompson,,2022-10-13,55111,A,No,003,Rhondaberg,Greenland,True,Other,001-227-795-3226x1768,,single,,Publishing copy,Other,Other,6,Ross-Brady
668,Nicholas Evans,,,93034,B,No,abc,East Tinaburgh,Tunisia,,Other,(257)374-4672x568,fdiaz@gmail.com,married,,Sales promotion account executive,Other,Other,4,
669,Lisa Nunez,,,31011,B,Yes,001,Port John,Guernsey,True,,(848)170-1318x73279,,single,,Air broker,Other,Other,1,
670,Clarence Soto,,,80996,Unknown,No,002,Fraziermouth,Guernsey,,,001-479-124-0433,,single,unemployed,Counselling psychologist,Other,PowerBI,5,"Blanchard, Hamilton and Ayala"
671,Jennifer Erickson,,,103210,A,,003,East Josephfurt,French Guiana,,Other,5791986575,,,unemployed,Retail buyer,Excel,Other,0,
672,Jennifer Jackson,19,2022-07-03,141043,C,No,002,Port Anna,Yemen,,F,141-852-7101x67449,,,unemployed,Industrial/product designer,Other,Other,0,
673,Sarah King,45,,50538,Unknown,No,,Smithchester,Yemen,False,,(230)395-7866,caldwellbenjamin@frazier.com,single,unemployed,"Accountant, chartered certified",Other,PowerBI,10,
674,Kyle Parks,,2023-05-16,46694,C,No,001,Morganville,Afghanistan,True,M,001-109-875-6590x876,,single,,Chartered certified accountant,SQL,PowerBI,9,
675,Phillip Garcia,52,,39222,Unknown,No,002,Dorisborough,British Indian Ocean Territory (Chagos Archipelago),False,F,001-270-417-6989x2789,,married,,Occupational hygienist,SQL,Other,4,
676,Susan Johnson,,2022-10-24,11066,B,Yes,abc,Joycemouth,Kuwait,True,M,001-744-734-6063,jenniferdouglas@mathews-stokes.com,,freelancer,Commissioning editor,SQL,PowerBI,1,"Sandoval, Park and Wilcox"
677,Kayla Cisneros,41,,10755,Unknown,Yes,abc,Stevenfort,United Arab Emirates,True,F,685-009-1948,,,,Firefighter,Python,Other,2,
678,Frank Marquez,37,2024-07-27,13244,B,No,003,Nancyland,Saint Lucia,,,(830)146-5247x996,,single,unemployed,"Exhibitions officer, museum/gallery",Other,R,1,
679,Lindsay Ryan,56,,139150,C,No,003,Aguirreborough,Turkey,True,F,995.005.7666x09645,twilliams@gmail.com,,unemployed,Medical sales representative,SQL,PowerBI,2,"Brown, Martinez and Mathews"
680,Tyler Koch,,2022-12-13,96371,Unknown,Yes,abc,Lake April,Hong Kong,,,(580)766-3729x3642,,,unemployed,"Designer, textile",Python,Tableau,3,
681,Edwin Miller,,,86680,C,No,,Stephensonberg,Antigua and Barbuda,,,589.515.2886x17771,,,,Corporate investment banker,Python,R,9,
682,Vincent Thompson Jr.,,,97514,C,Yes,abc,West Michaeltown,Saudi Arabia,False,M,+1-477-436-1473x3200,,,,Chartered loss adjuster,Other,R,9,
683,Noah King,,,52160,C,Yes,002,Port Mariah,Comoros,,F,948.973.3098,cheryl89@hotmail.com,married,freelancer,Waste management officer,Python,Tableau,5,
684,Timothy Oconnor,,2023-12-13,61039,Unknown,,003,Lake Jasonshire,Jamaica,False,,001-749-795-0323x68409,irobinson@hotmail.com,,freelancer,Comptroller,Other,Tableau,8,
685,Daryl Ayala,,2024-05-20,24614,Unknown,Yes,003,West Dawn,Yemen,,F,001-692-496-7058x3525,yallen@hotmail.com,single,,"Conservation officer, historic buildings",Other,PowerBI,4,Dean-Campbell
686,Mackenzie Wilson,25,,90688,Unknown,No,,East Ashleyborough,Saint Martin,True,Other,3636597001,nmeyers@meyers.net,single,,"Education officer, community",Python,Tableau,6,
687,Joshua Benson,,2022-07-17,9265,B,No,001,South Jenniferfort,Luxembourg,,Other,268-826-1556,,,freelancer,Broadcast presenter,Other,PowerBI,8,"Medina, Cruz and Davis"
688,John Lynch,,2024-08-21,124165,Unknown,Yes,003,Port Jessicafort,Jordan,True,M,454-027-4113x38743,kyle72@lucero-butler.com,single,employed,Camera operator,SQL,PowerBI,5,
689,Ernest Young,,2024-01-24,55111,C,,001,North Dianestad,United States of America,True,Other,084.049.9086,christopherjohnston@lopez-cox.biz,single,employed,Oncologist,Python,PowerBI,4,"Morris, Harris and Choi"
690,Harold Burton,,,49653,C,,abc,Derrickberg,Uganda,True,F,(303)643-3633x61858,,married,,Fish farm manager,Other,Other,10,
691,Kayla Maynard,,2025-03-10,133477,B,No,,East Scottside,Saint Kitts and Nevis,,F,340.741.2557,markray@brown-harris.com,,freelancer,"Geneticist, molecular",Excel,R,8,
692,Karen Villa,,2024-02-15,24698,Unknown,Yes,002,South Joshuamouth,Colombia,True,F,+1-826-763-8736x006,,,unemployed,Facilities manager,Other,PowerBI,5,
693,Mrs. Sabrina Vaughn,,,86743,Unknown,No,,Millerland,Pakistan,True,F,001-932-319-2290,bishopshelby@yahoo.com,,,Charity officer,Other,Other,8,
694,Nicholas Estrada,43,2024-12-28,48043,B,,,Sierrastad,Hong Kong,True,F,847.930.2240x267,,single,employed,Health visitor,SQL,PowerBI,7,
695,Tyler Wilson,35,,123657,C,Yes,001,Mooreside,Trinidad and Tobago,True,Other,152.400.0509x46336,,married,unemployed,Learning mentor,Other,Other,6,
696,Alyssa Rivas,39,,30641,A,Yes,,Heathershire,British Indian Ocean Territory (Chagos Archipelago),,F,1286714443,,married,,Exercise physiologist,SQL,Other,4,
697,Bradley Chaney,,,18073,A,Yes,002,Mckenziemouth,Antarctica (the territory South of 60 deg S),True,M,001-265-391-8207,christopher88@gmail.com,,unemployed,Museum/gallery conservator,Excel,Other,1,Costa Group
698,Tabitha Marquez,,,31556,A,Yes,abc,Williamsmouth,New Caledonia,False,F,(682)488-0091,walshcory@sanders-may.com,,freelancer,Water quality scientist,Other,R,0,
699,Nathan Robertson,,,85038,A,No,003,Chanbury,Turkmenistan,True,F,725.401.8988,isaac71@jacobs.org,,,"Engineer, petroleum",SQL,PowerBI,10,Torres-Roberson
700,Sarah Garcia,,2023-07-01,74162,B,No,,New Sherry,Montenegro,True,,001-434-994-4209x6812,,,,Estate agent,Excel,Other,3,"Smith, Meyers and Nelson"
701,Debra Henry,25,2022-06-22,81194,A,,,Tanyaland,British Virgin Islands,False,F,+1-086-447-3576x32467,davidfrancis@robles.com,single,freelancer,"Engineer, electronics",Python,Other,7,
702,Todd Smith,,2025-02-10,71463,C,No,001,Lake Alison,Marshall Islands,,Other,301-456-8677x233,,,,"Doctor, general practice",Other,Other,1,"Vega, Decker and Olson"
703,Brian Flores DDS,,2024-07-13,112562,A,No,003,Lake Danielville,Papua New Guinea,,M,294.326.2036x732,travis91@hotmail.com,,freelancer,Clinical psychologist,SQL,PowerBI,3,"Willis, Roberts and Dixon"
704,Elizabeth Griffin,58,2023-03-24,147846,Unknown,,002,New Nicholas,Sweden,,Other,959-121-5361x3376,,,,Systems developer,Other,R,4,
705,Anna Hill,,,37233,Unknown,No,,Jeffreyfurt,Angola,,Other,436-744-8788,dpatterson@parker.com,single,,Emergency planning/management officer,SQL,Other,10,
706,Angie Griffin,,,47626,B,No,003,Lake Todd,Antigua and Barbuda,True,Other,(102)978-2394,mcculloughbrian@vazquez.com,,employed,Personnel officer,SQL,R,9,
707,Sarah Snow,,2024-06-20,97341,A,Yes,003,Smithberg,Croatia,False,Other,276.002.7333x36550,,married,employed,Academic librarian,Python,Tableau,3,Wagner-Carpenter
708,Kevin King,55,2024-04-30,129040,C,No,,Romeroview,Vanuatu,,,801-369-6373,,single,freelancer,"Radiographer, diagnostic",Python,Other,4,
709,Ryan Villa,,2024-10-28,41484,A,Yes,002,Swansonberg,French Guiana,,,889.594.6701,nowen@hotmail.com,,freelancer,Equities trader,Excel,R,9,
710,James Jordan,,2022-12-11,119528,B,No,,New Michaelside,Netherlands,,Other,+1-918-309-3976x831,,,,Patent attorney,Python,Other,7,"Baker, Vargas and Powers"
711,Jack Vargas,,2023-11-02,11926,Unknown,Yes,002,Cynthiafort,French Polynesia,,F,035.668.4317x3542,,,unemployed,Electrical engineer,Other,Other,9,"Sims, Ortiz and Edwards"
712,Roger Lowery,,2022-12-31,6560,Unknown,,abc,Stevenview,Anguilla,True,M,(136)979-6483x688,upotter@banks-morales.com,,employed,Therapeutic radiographer,Python,Other,1,Bishop PLC
713,Ms. Ashley Hanson,,2025-02-26,36835,Unknown,Yes,,Lake Lisa,Gabon,False,,700.810.6056x7862,harrisonrobert@barnett.info,,unemployed,Fisheries officer,SQL,Tableau,4,
714,Tara Spears,,2024-02-23,57612,B,Yes,001,North Erica,Kuwait,False,,518-689-3156,forddesiree@hotmail.com,single,unemployed,"Geneticist, molecular",SQL,PowerBI,7,
715,Darren Williams,,,36932,B,Yes,abc,West Jamesville,France,False,F,(837)416-1101x702,,,,Fast food restaurant manager,Other,Other,1,Phillips-White
716,Michael Davis,,2023-07-18,68093,C,,,Burtonfort,Palestinian Territory,False,,+1-522-895-1052x892,,,freelancer,"Scientist, biomedical",Excel,Other,7,"Edwards, Bass and Mccoy"
717,Olivia Clark,,,33137,Unknown,Yes,abc,Herreraburgh,Belize,False,M,288.060.0977,,,employed,Geophysicist/field seismologist,Other,Other,0,
718,Christie Nichols,37,,97989,C,No,,Brownberg,Gambia,,Other,(157)278-4098,jonespaul@bender.com,married,freelancer,Theatre stage manager,Other,Other,3,Dennis-Good
719,Joseph Espinoza,,,50743,C,No,,Smithshire,India,,,827.581.3612x331,,married,freelancer,Statistician,Python,Other,1,
720,Nicholas Lee,,,52284,Unknown,,003,West Kathy,Sweden,False,Other,050-356-1998,,,,Warden/ranger,Other,Other,1,
721,Shelby Valencia,,2023-02-20,32845,Unknown,No,003,Brettmouth,Gambia,False,F,(656)114-2856,rodney96@hotmail.com,married,,Police officer,Other,PowerBI,0,
722,Lynn Harrison,34,2023-11-15,24105,Unknown,No,,Williamburgh,Cameroon,True,F,001-198-925-9760x466,,single,,Consulting civil engineer,Other,Tableau,10,
723,Matthew Sanchez,53,2024-04-13,119691,B,No,002,Taylorchester,Martinique,False,,+1-959-746-4020x987,,married,employed,Retail buyer,Other,PowerBI,10,
724,Kyle Murphy,24,2024-08-24,6372,C,Yes,,East Ruth,Mauritania,True,Other,(458)514-9260x919,hayleycooper@gmail.com,,unemployed,"Surveyor, minerals",SQL,Other,7,
725,David Livingston,,,41142,B,No,abc,Beckerchester,Chile,,M,407.208.5049x52429,,single,unemployed,Banker,Other,R,1,
726,Mackenzie Vasquez,49,2025-05-23,91748,A,No,003,Larsonland,Kenya,,,001-781-714-6724x78945,,,employed,"Education officer, community",SQL,R,1,
727,Amber Griffin,54,,136084,B,Yes,,Houseport,French Guiana,True,,9965408542,,single,,"Engineer, mining",Other,R,10,
728,Mariah Huynh,,,92697,A,No,002,West Josephport,Myanmar,,M,001-788-173-8640x25869,petersonwayne@nelson.biz,,employed,Government social research officer,Other,Other,0,King-Wolf
729,Brianna Young,,,26127,Unknown,No,002,Smithfurt,French Guiana,,M,001-873-727-6844x362,annalara@henry-cochran.net,single,,Materials engineer,Other,Tableau,10,"Lyons, Kent and West"
730,Thomas Anderson,,2023-11-27,64704,A,Yes,001,Daviston,Palau,False,,001-639-916-8564x799,,,employed,Microbiologist,Other,Other,0,Cook Group
731,Jessica Gilbert,,2024-04-21,116891,Unknown,No,001,Christopherborough,Dominican Republic,,M,001-819-009-8496x25811,,,freelancer,Retail merchandiser,SQL,R,6,
732,Christopher Cunningham,33,2025-02-16,64539,Unknown,,,Lake Tonyabury,Cyprus,True,M,3083388430,,married,employed,Chartered accountant,Excel,PowerBI,2,Goodwin-Arellano
733,Marvin Weiss,,2023-05-29,69027,B,No,,Karenfort,Montserrat,,,(094)130-7813x868,,single,employed,"Producer, radio",Excel,R,8,
734,Michael Hall,,2023-03-25,62746,Unknown,Yes,003,Hughesfort,Lithuania,,F,+1-661-589-3958,,,freelancer,Associate Professor,Other,Other,1,
735,Ronald Richardson,,,25564,A,No,,Barryborough,Pitcairn Islands,False,Other,(474)161-5233,,married,employed,Travel agency manager,Python,Tableau,0,
736,Dr. Katherine Lloyd,,,10580,Unknown,Yes,003,Catherinechester,Chile,,,001-039-926-4873x5801,,,employed,"Designer, blown glass/stained glass",Excel,R,9,Marsh-Aguirre
737,Lori Ruiz,49,,16643,A,No,abc,Jonathanville,Panama,False,,+1-800-895-7677x2442,,single,freelancer,Metallurgist,Excel,Other,5,
738,Rodney Garcia,,2024-07-31,61765,A,No,,Ritterside,Bolivia,,,520.705.5114,,single,employed,"Nurse, adult",Other,Other,10,Green-Dixon
739,Ronald Owens,,,141029,B,No,abc,Grayview,New Zealand,,F,(977)187-4086x8082,bryanmoran@yahoo.com,single,freelancer,"Psychotherapist, dance movement",Python,PowerBI,3,
740,Anthony Rocha,,,76898,C,Yes,,Jamesside,Christmas Island,,,+1-700-591-0667x326,juan83@hotmail.com,single,freelancer,Surgeon,Other,R,4,
741,Jennifer Key,,2024-02-19,127274,A,No,abc,East Gabriel,Ukraine,False,,725.500.6047,bgreen@hotmail.com,single,freelancer,Civil Service administrator,Other,Other,5,
742,Jennifer Adkins,46,2022-08-10,77389,B,No,002,East Ronnie,Bosnia and Herzegovina,False,F,287.626.2609x7052,troybryant@hotmail.com,single,unemployed,Trading standards officer,Excel,PowerBI,2,
743,Cassidy Cummings,,,64756,A,Yes,003,Henryborough,Suriname,True,Other,(261)519-5793,,single,,Trading standards officer,SQL,R,1,
744,Rebecca Sanchez,,2023-01-17,67122,A,No,,Chanport,Germany,,,001-173-998-6081x792,sloanamanda@hotmail.com,,freelancer,"Conservation officer, nature",SQL,PowerBI,5,
745,Tammy Brown,,,103229,Unknown,Yes,,Diazfurt,Sudan,True,F,533-992-0164x23448,,single,freelancer,Energy manager,SQL,Other,0,
746,Mitchell Murphy,56,2022-06-20,138216,C,No,abc,New Laurieland,United States of America,True,F,440-167-2454,,single,employed,"Research officer, trade union",SQL,Other,8,
747,William Thompson,,,36782,Unknown,Yes,,Matthewton,Vietnam,,,+1-223-425-4563x591,,,freelancer,"Engineer, technical sales",Python,Tableau,9,Lopez-Carpenter
748,Mrs. Natalie Rice,,2022-10-02,99886,A,No,003,Charlesland,Dominican Republic,True,F,001-585-425-3043x49269,,,freelancer,Records manager,Excel,R,8,
749,Danielle Lewis,,,122694,Unknown,No,,Mirandaview,Sri Lanka,False,,292.445.4743x254,jake10@lee-olson.com,,,Dealer,SQL,Other,4,Bailey-Banks
750,Victoria Ball,,2024-07-05,115368,Unknown,No,,West Zacharyville,Equatorial Guinea,,F,311-827-3596,stephanie85@stafford.com,,employed,Commercial/residential surveyor,SQL,PowerBI,6,Willis-Holloway
751,Brenda Nunez,,,38134,A,Yes,001,Edwardsmouth,South Georgia and the South Sandwich Islands,False,M,981.027.5303,evanstammie@cochran.info,,,"Programmer, multimedia",Python,Tableau,6,
752,Bryan Smith,53,2023-02-17,93248,B,Yes,001,West William,Mali,,,001-031-340-6149x01354,,,,Charity officer,Python,Other,2,
753,Katherine Allen,,,138529,B,No,001,East Mitchell,Sao Tome and Principe,,,(704)479-7560x6865,,,,"Lighting technician, broadcasting/film/video",SQL,Other,9,Lee-Morse
754,Mr. William Webster PhD,24,2025-01-11,17658,Unknown,,,New Joseview,Saudi Arabia,,Other,077-691-9055x05168,,,freelancer,Call centre manager,SQL,Tableau,0,
755,Robert Stanley,64,,87409,B,No,003,Port Cynthia,South Africa,False,M,(687)569-7509,,,,Animal nutritionist,Other,Tableau,2,Gonzalez-Jacobs
756,David Fuentes,,2022-10-25,78040,C,Yes,002,New Adam,Austria,False,M,+1-591-898-5774x116,,single,,Printmaker,Other,Tableau,0,"Henderson, Stokes and Patterson"
757,Dana Vincent,,2024-07-13,116805,Unknown,,002,East Michaelport,Belarus,,Other,043-665-1229x163,guerreroedward@yahoo.com,single,,"Therapist, art",Other,Other,4,
758,Elizabeth Hunter,,2023-02-01,25726,A,Yes,003,Danaton,Congo,False,,924.771.1901x984,,,,Risk manager,Other,PowerBI,5,
759,John Lane,45,,14341,A,No,002,Claudiafurt,Austria,,F,001-231-140-2009x588,,married,freelancer,Tax adviser,Other,Tableau,7,
760,Kristi Wagner,,2023-07-16,28255,Unknown,No,001,Lake Angela,Honduras,,M,344.080.8116,,married,unemployed,"Producer, radio",Excel,Other,4,
761,Michael Cardenas,,,96410,Unknown,,,South Michael,Azerbaijan,False,Other,(193)995-9518x2834,petersenkevin@anderson.com,,,Risk analyst,Other,Other,9,"Young, Parker and Padilla"
762,Christopher Suarez,,2023-05-03,34456,B,Yes,abc,South Wendy,Paraguay,,F,(631)823-1687,,,employed,"Psychologist, forensic",SQL,Other,5,
763,Scott Simmons,,,131809,Unknown,,abc,Courtneyland,Estonia,False,M,8419652235,,,,Broadcast presenter,SQL,Other,0,
764,Dr. Katie Kelley,,2023-12-14,120854,Unknown,Yes,003,Kennethstad,Nigeria,True,Other,(851)333-9023,,married,freelancer,Landscape architect,Excel,R,7,"Edwards, Warren and Hodges"
765,Emily Smith,,2022-11-12,33918,C,No,,West David,Saint Martin,True,M,001-951-465-3373,,single,freelancer,Product manager,Python,Other,1,
766,Darius Wilson,,2024-05-06,57019,C,,abc,Joshuafurt,Gabon,False,Other,(809)573-0278x315,kmills@winters.com,,freelancer,Clinical psychologist,Other,Tableau,8,
767,Jonathan Bishop,33,2024-12-28,143033,B,,abc,Port Jessicaborough,Norway,,M,001-929-622-6510x4578,curtisbarnes@yahoo.com,,freelancer,"Psychologist, forensic",Excel,Tableau,10,
768,Keith Hunter,33,2022-10-04,104052,Unknown,No,,Keithside,Afghanistan,,M,+1-171-276-4292x0793,delgadooscar@ruiz-molina.info,single,,"Psychotherapist, dance movement",Other,PowerBI,0,
769,Melissa Hall,,2023-09-18,107530,A,,003,New Shaun,Albania,,,+1-637-594-9288,,single,freelancer,Secondary school teacher,Python,Other,3,
770,David Garcia,,,81346,Unknown,Yes,002,South Jillian,Korea,,,(076)983-8272x7402,,,freelancer,Food technologist,Other,Other,3,Ward-York
771,Amy Barnes,,,148283,B,No,002,Hardingstad,Equatorial Guinea,True,,299.111.8667,taylorashley@krause.net,,freelancer,Paediatric nurse,Other,Other,1,
772,Kellie Phelps,,2023-06-06,26924,B,,002,Marcomouth,Cayman Islands,False,,(809)587-1827x7224,,married,employed,Lawyer,SQL,Other,9,Perez LLC
773,Crystal Andrews,,,20448,Unknown,Yes,abc,Arnoldville,Albania,,Other,914-335-6935,lejeffery@hotmail.com,single,freelancer,Video editor,Other,Other,6,
774,Bradley Mendoza,,2023-09-26,133116,Unknown,No,003,South Shirleytown,Czech Republic,False,Other,118.313.0910,,,,Dietitian,Other,PowerBI,1,"Williams, Myers and Phillips"
775,Christopher Estrada,62,,8571,C,,,East Jessicafort,Myanmar,True,F,608-529-5184x59167,donna51@hotmail.com,,employed,Freight forwarder,Excel,Other,7,
776,Mrs. Samantha Tran,,,148415,Unknown,Yes,001,Port Christineview,Nauru,,M,253-888-1320x970,,,freelancer,Contractor,Other,R,9,"Watts, Frank and Thomas"
777,Julie Kennedy,,2024-11-26,142167,A,,,Maryberg,Pitcairn Islands,,,025-717-2389x078,,,,Chartered management accountant,Other,Tableau,5,
778,James Davenport,64,2024-03-12,129222,A,No,abc,Lake Elizabethhaven,French Southern Territories,False,F,(939)052-9191x57796,,single,employed,Materials engineer,Python,Tableau,3,
779,Michelle Johnson,,,21019,Unknown,,002,Katrinaburgh,Turkmenistan,True,Other,1934391474,,married,freelancer,Government social research officer,Excel,Tableau,4,Davis-Adkins
780,Gabrielle Ochoa,,2024-12-25,110714,B,,,Jamesport,Argentina,False,M,376.881.9544x420,,married,employed,Sport and exercise psychologist,SQL,R,2,Gonzalez Group
781,Charles Wilson,54,2022-06-03,105387,C,,,West William,Northern Mariana Islands,,,741-407-5415,,,unemployed,"Teacher, special educational needs",SQL,PowerBI,3,
782,Karla Wade MD,,2025-04-12,129640,A,No,001,Ianhaven,Belize,True,F,303-797-7840x46621,,,,Sports coach,Other,R,4,
783,Claudia Price,25,,106064,Unknown,No,003,Port Kathyhaven,Guinea,,,5953505268,monique13@jones-young.com,married,unemployed,Energy manager,Python,Tableau,6,
784,Christopher Fuller,,2024-08-20,119141,C,No,001,East Sarahchester,Jersey,,,197.454.2586x80625,,,,Seismic interpreter,SQL,Other,8,
785,James Gardner,,2022-10-25,7797,A,No,003,New Timothyport,Malta,False,M,(533)816-6601,,,freelancer,Passenger transport manager,Excel,R,4,
786,Katelyn Salazar,,2025-01-16,77076,Unknown,Yes,001,Johnfort,Netherlands,,Other,952-399-5142,,single,,"Programmer, applications",Excel,Other,9,
787,Andres Johnson,,2024-05-24,148022,B,Yes,003,Ingramchester,Thailand,True,,(490)434-5080,,married,unemployed,Location manager,SQL,PowerBI,6,
788,Laura Richard,,2024-04-14,147628,B,No,,South Rose,Cuba,True,Other,001-530-849-1264,,,unemployed,Fashion designer,Other,R,8,
789,Richard Boyer,,,21117,B,No,,Jenniferville,Gibraltar,False,Other,+1-988-928-8232x213,xroberts@hotmail.com,married,,Production engineer,Excel,R,9,
790,Debra Stone,,,5845,B,Yes,,Blackwellport,Bahrain,,M,001-385-698-4653x43548,,,,"Administrator, charities/voluntary organisations",Excel,Other,7,
791,Vanessa Holmes,25,2023-06-15,53669,C,,,Port Dennisville,Paraguay,True,F,294.085.6541x96600,dalewalsh@santana-donaldson.com,married,freelancer,Multimedia specialist,Other,PowerBI,3,Reynolds-Harper
792,Shane Lloyd,,2025-04-24,39795,B,Yes,abc,East Conniemouth,Saint Lucia,,F,479-236-2670x220,,married,,"Engineer, communications",Python,Other,3,
793,Jennifer Houston,35,2024-05-31,72988,Unknown,Yes,001,New Katelynfort,Suriname,,Other,707.383.9603x994,,,freelancer,"Therapist, sports",Other,Other,10,
794,Yvette Arnold,28,,146020,A,Yes,003,New Andreaberg,Panama,,F,+1-572-798-4323x829,,,employed,Commercial/residential surveyor,Other,Tableau,4,
795,Mitchell Snyder,,2022-10-17,140536,C,No,002,Jeffreybury,Marshall Islands,,,147.594.5409x3828,,,,Dealer,Other,Other,0,Meyers-Lee
796,Heidi Watson,62,2022-06-05,7070,C,Yes,abc,Port Paul,Panama,,Other,+1-068-008-9441x065,,single,unemployed,Fish farm manager,Python,R,2,Holloway-Brown
797,Ryan Murphy,52,2024-10-13,124654,Unknown,Yes,abc,Bradshawfort,Saint Vincent and the Grenadines,False,Other,1955543314,,,,Building services engineer,Python,Other,10,"Huang, Martinez and Banks"
798,Rebecca Gomez,37,2024-09-05,137896,B,Yes,abc,Port Joshuafurt,Romania,,,001-606-152-2700x0822,,single,unemployed,Animal technologist,Other,Tableau,4,
799,Anthony Cruz,,2024-09-10,41581,C,No,001,Rodneyburgh,French Southern Territories,True,Other,+1-594-297-8759x20977,sheltongrace@hotmail.com,,,Speech and language therapist,Other,Tableau,7,
800,David Perez,60,2025-04-01,83979,B,Yes,002,Chavezstad,Bahamas,False,F,+1-231-374-5904,,single,unemployed,"Engineer, automotive",SQL,Other,5,
801,David Oconnor,48,2022-09-08,149134,Unknown,No,abc,Robertmouth,Christmas Island,,,001-438-771-6713,,married,employed,Clinical embryologist,Other,Tableau,5,
802,Stephanie Shaw,,2025-03-01,116304,Unknown,,001,East Nicholas,Heard Island and McDonald Islands,,,832.180.2602,,single,unemployed,Technical brewer,Other,Tableau,3,Miller Ltd
803,Elizabeth Crawford,,,109380,B,No,002,Lake Lee,Equatorial Guinea,,F,215-904-3751x9152,jjohnson@wilson.com,married,freelancer,Health and safety adviser,Other,PowerBI,5,"Pearson, Gregory and Martin"
804,Cynthia Eaton,59,,86550,Unknown,No,001,North Bryan,Bulgaria,,,+1-157-187-6928x627,james96@smith-morris.biz,married,,Plant breeder/geneticist,Other,PowerBI,7,
805,Katelyn Hunter,,2023-04-11,111030,A,No,003,Bateshaven,Vietnam,False,,(335)589-2682x399,,,,"Psychologist, forensic",Excel,Other,10,
806,Barbara Sims,,2025-03-24,72803,B,,abc,Jonesville,Thailand,,,001-989-616-5526x95772,,,,Public affairs consultant,Python,PowerBI,2,Jones-Rojas
807,John Webb,,2024-04-20,93372,B,No,,Martinezland,Kiribati,,,480.477.3984x443,lynchalyssa@yahoo.com,,freelancer,Clinical molecular geneticist,Excel,PowerBI,7,Zamora-Macdonald
808,Ann Hughes,41,,71145,Unknown,No,,Hendrixview,French Guiana,,M,(479)184-3556x645,,,unemployed,"Development worker, international aid",Python,R,6,
809,Jessica Reed,,2024-10-04,34277,C,Yes,,Sanchezbury,Djibouti,,F,424.724.3332,millerstephen@yahoo.com,single,,Biomedical scientist,Excel,Tableau,2,
810,Deborah Neal,,2024-06-02,125070,A,,,Michaelton,Timor-Leste,,M,+1-043-742-2870x2586,veronicasingh@yahoo.com,,freelancer,Air cabin crew,Excel,Tableau,9,
811,Courtney Morgan,58,,25647,C,Yes,abc,New Johnview,Iraq,,M,+1-948-252-6919x7902,gadams@anderson.biz,,employed,"Engineer, electronics",Other,PowerBI,3,
812,Sara Avila,,,68898,A,No,,North Charlesmouth,Wallis and Futuna,,F,2148772377,,,unemployed,Archivist,Python,Other,10,
813,Barbara Miller,,2024-07-06,76481,A,Yes,002,Feliciaton,Bouvet Island (Bouvetoya),True,,882-042-8284,,married,freelancer,"Scientist, marine",Python,Other,9,
814,David Wiley,38,2023-08-01,90094,A,Yes,,Lake Timothybury,Saint Lucia,,,245.484.5576x940,,,,Neurosurgeon,Python,Other,6,Pope Group
815,Allison Whitney,53,2024-01-08,95797,Unknown,No,abc,North John,Albania,,F,186.609.9496x037,,married,,"Production designer, theatre/television/film",Python,Other,0,
816,Donna Davies,54,,95518,B,No,,Anthonytown,Guinea-Bissau,,Other,001-161-315-2875,,,,Mental health nurse,Other,PowerBI,2,
817,Natasha Lowery,55,,118123,Unknown,Yes,003,Smithland,Austria,,F,853-332-9916,,married,,Commercial horticulturist,Other,PowerBI,1,"Hensley, Wright and Page"
818,Tanya Williams,31,2024-06-23,51824,C,Yes,,Port James,Fiji,,Other,(722)569-4146,ingramjustin@yahoo.com,,,"Therapist, sports",Python,R,5,
819,Danielle Ross,,2023-02-19,144593,Unknown,No,abc,Smithville,South Africa,,,954.037.1863,,,unemployed,Community arts worker,SQL,Other,4,
820,Kiara Hart,,,30774,Unknown,,,East Markbury,China,,,568.112.5000x850,,married,employed,Manufacturing systems engineer,Other,Tableau,2,
821,Timothy Mitchell,,2025-08-03,112157,A,No,,Christopherfort,Yemen,False,F,(487)764-3419x747,,,employed,Editorial assistant,Python,PowerBI,9,
822,Bonnie Davis,,,47304,Unknown,No,,Murrayfort,French Guiana,False,F,279.971.9955,,married,freelancer,Corporate treasurer,SQL,R,1,
823,Travis Allen,,,121301,A,No,abc,Port Sara,Guinea-Bissau,True,,+1-795-311-7145x2104,,married,unemployed,Copy,Other,PowerBI,0,
